"","tweet","label"
"467","He sounds like a 6 year old with Alzheimer, repeating everything and not knowing what is happening",0
"468","Study details the molecular roots of Alzheimer’s disease",1
"470","When Alzheimer's Patients Say Mean Things, What do you do? - How to get a person living with dementia to stop s...",1
"471","Retweeted JohnsHopkinsMedicine (@HopkinsMedicine): About 5% of those with Alzheimer’s disease have early-onset,...",1
"473","'Bacon', the Pig, Helps Alaskan Seniors with Alzheimer's - A therapy pig named ""Bacon"" has become a beloved fix...",1
"474","Fairbury police search for woman with Alzheimer's missing from hospital",2
"475","Acadia Pharmaceutical's Alzheimer's Drug Shows Early Promise in Phase 2 Study",1
"476","A world without Alzheimer's Disease. Read more or Donate at @alzassociation #ENDALZ",1
"478","#LED Light Therapy Helps The #Brain Fight Back Against #Alzheimer’s #LightTherapy",1
"479","Alzheimer's is all around us, but the power to end it is within us. Register today for a #Walk2EndAlz in your area:",1
"480","#health Newly discovered disease could hold key to Alzheimer's, Parkinson's – and even ageing",1
"481","#Improv and #Alzheimer's. Who knew?",1
"482","Cannabinoids May Remove Plaque in Patients w/ Alzheimer’s: Researchers at @salkinstitute report promising results",1
"483","Helping the Person with End Stage Alzheimer's dementia to Eat - Alzheimers Support",1
"484","Register team to support the fight against Alzheimer’s in September’s Bayou area walk.",1
"485","By raising important issues and educating elected officials as an Alzheimer's Advocate, YOU can save lives.",1
"488","Old cats meow more because they have kitty Alzheimer’s.",0
"489","Alzheimer's is reversible. My conversation with one of the world's leading Alzheimer's researchers, @DrDaleBredesen",1
"492","A fruit batty hypothesis...Secrets to Alzheimer's, ALS and Parkinson's Disease: Dr. Paul Alan Cox a... via @YouTube",1
"493","my grandpa has Alzheimer's and does not really remember anyone anymore, but everytime he sees my grandma he says ""hey baby"" and kisses her 😩💔",2
"494","Vancouver researcher believes saliva test the wave of the future in Alzheimer's diagnosis and prediction",1
"495","A 94-year-old grandfather dresses up as Father Christmas to raise money for Alzheimer's charity",1
"496","Rosemary extract in BudiBars = mental focus, sustained energy, and slowed Alzheimer's onset! #SuperFood #EssentialOils",1
"497","Just received an excuse me-mail asking Could the type of shampoo you use actually cause Alzheimer's disease? What do they...",1
"498","Older kidney transplant recipients more at risk of Dementia and Alzheimer’s disease",1
"499","B.C. ""and Canada in general, is among the global leaders studying neurological conditions such as Alzheimer’s...",1
"503","An ingenious 'sniff test' could be useful in diagnosing Alzheimer's disease",1
"505","Protect The Human Brain From Cognitive Decline: How To Reduce Risk Of Alzheimer's Disease And… #health #cancer",1
"506","@JoyceCarolOates @JeffreyGuterman I wish people would stop guessing if he has Alzheimer's, it belittles a horrible disease that ruins lives.",2
"508","Ability to Recognize and Recall Odors May Identify Those at Risk for Alzheimer’s Disease -",1
"509","it is a strange feeling to live with someone that has Alzheimer's",2
"511","New study of Transcranial Magnetic Stimulation (#TMS) to treat #Alzheimer's looking for participants. Info at link -",1
"512","Dr. Barbara Bendlin and Dr. Shi-Jiang Li of @MedicalCollege collaborate to map brain changes in Alzheimer's disease",1
"515","Using advanced imaging analytics, machine learning was able to identify 84% of patients progressing into Alzheimer's",1
"516","Working at an Alzheimer's facility has really made me realize that I do not want to get old",1
"517","For the fourth year, Pawlowicz Dentistry is participating in the Alzheimer’s Association Walk to End Alzheimer’s®...",1
"518","Finally watching Glen Campbell - I will be me. What an amazing story! #Alzheimer #dementia #Music #musicislife",1
"519","@maryandlamar my mother died of Alzheimer's.She declared God is Good all day and night.",2
"522","I know you wish you never met me like Carl Thomas, try to forget me like Alzheimer's",1
"523","Kayne: I might have ""old-timers"" ""You mean Alzheimer's bro"" 😐",1
"524","I believe Merkel is cognitively compromised - Alzheimer's or a form of FTD. Gov't officials should demand testing. Merkel face/eyes look ill",2
"525","Poor air quality postpones Tri-Cities Walk to End Alzheimer's: The Alzheimer’s Association, Washington State…",1
"526","Alzheimer’s Association leader hopes to broaden reach from Hudson base",1
"527","Can we reverse Alzheimer's? @DrDaleBredesen's groundbreaking book (NYT bestseller) The End of Alzheimer's is out now",1
"529","Actress Joanne Woodward’s Memories of Paul Newman Stolen by Alzheimer's Disease in New City, New York",2
"530","Eating less can help slow aging, prolong your lifespan and even decrease the effects of diseases like Alzheimer's.”",1
"531","The Financial and Emotional Toll of America’s Alzheimer’s Problem - Yahoo Finance - 06/30/16",1
"532","Upcoming Event: WWNF Golf Tournamnet - Benefiting Alzheimer's Gretaer Los Angeles - 9/11/2017",1
"533","For predicting Alzheimer’s, the nose may know via @nwtls",1
"534","A person's sense of smell - or more precisely a lack of it - may indicate early stage Alzheimer's disease.",1
"536","Having had experience of caring for someone with Alzheimer's, a lot of this stuff sounds like early Alzheimer's to me #Trump #POTUS",1
"537","""Bring awareness of what you do to the community!"" -Elaine Winter, Alzheimer's NJ",1
"539","@biancafortinn ""I read an article that said potters are more likely to get alzheimer's""",1
"540","UNC researchers show how a cascade of events inside brain cells related to #Alzheimer’s can be stopped or reversed:",1
"541","Emmerdale #dementia episode praised by Alzheimer's Society",1
"542","Sky Apologises For Letting 72-Year-Old Alzheimer's Sufferer Pay £110 A Month For TV - HuffPost UK Health CA",1
"543","Family helps a man with Alzheimer's dance with his wife once again on her 80th birthday.",2
"544","Metabolomic-guided Discovery of Alzheimer’s Disease Biomarkers from Body Fluid",1
"546","#MUSTREAD @CFFBooks ❖TIME TO LET GO Heartbreaking Alzheimer's #Drama 100+ ~5★Reviews #ASMSG",1
"547","Vive la evolution! Natural selection erasing Alzheimer’s and asthma from human genes – study",1
"548","Can poor sleep lead to Alzheimer's?",1
"549","Mark your calendar for the 2017 Walk to End Alzheimer’s at @LakeMetroparks Farmpark.",1
"550","Can Coconut Oil Prevent Alzheimer’s? via @aplaceformom",1
"553","@JustAhna thanks for sharing. A few still left. Will donate proceeds to alzheimer research before xmas",1
"554","Avoid Alzheimer's risks requires knowing what they are",1
"555","Sky Apologises For Letting 72-Year-Old Alzheimer's Sufferer Pay £110 A Month For TV - HuffPost UK #Health UK",1
"556","How long will someone with Alzheimer's dementia Live?",1
"557","@michaelianblack I do not think he recalls the crap he says from one day to another. it is daily Alzheimer's. And makes him think he is honest.",2
"558","Is it Alzheimer's? Turn your worries into answers and help, says Dr. Michelle Papka.",1
"559","apparently my uncle has cancer and alzheimer's. I am only finding out because my dad is telling my mom on the phone and I am overhearing her",2
"560","Alzheimer's Disease: Communication Techniques for Caregivers #alz,#caregiver",1
"561","Researchers at ISU have discovered a new biomarker that could play a big role in predicting Alzheimer’s disease:",1
"562","Tau proteins....Secrets to Alzheimer's, ALS and Parkinson's Disease: Dr. Paul Alan Cox a... via @YouTube",1
"564","Is Cure for Alzheimer's a Computer for the Brain - Alzheimers Support",1
"565","The MIND Diet That May Help Fight Alzheimer's via @WebMD",1
"567","AI Could Predict Alzheimer's Disease Two Years in Advance",1
"568","Best Alzheimer's Diet and Nutrition is Essential for Good Health - Alzheimers Support",1
"569","Join Z92.5 for the Alzheimer's Walk in Jackson- Morrow Park Sunday September 24th! Get registered here!",1
"570","it is World Alzheimer's Awareness month - do you know the top signs of dementia? #WorldAlzMonth",1
"571","10 Early Signs and Symptoms of Alzheimer's - Alzheimers Support",1
"572","My mom's neighbour is in the early stages of Alzheimer's. She is here telling my mom she is moving back to Scotland today. But she is not. 😢",2
"573","Acupuncture reverses brain damage caused by Alzheimer’s Disease plaques and improves memory. Researchers...",1
"574","@VABVOX but DJT will probably be our second president with Alzheimer's in office, but somehow that is not relevant to our Nat'l Security.",2
"575","Eli Lilly and AstraZeneca to co-develop Alzheimer's Disease treatment #dementia",1
"577","There is no cure, and Alzheimer’s is the sixth leading cause of death in the United States.",1
"578","Research links #statins with reduced #Alzheimer's risk:",1
"579","How many of you will be walking in the Hot Springs Alzheimer's Walk Of Love next Saturday?! ❤️ Proceeds of the...",1
"580","@larryelder @Varneyco @FoxBusiness Seriously Larry, I think he has early stages of Alzheimer's...",2
"582","ALZHEIMERS SC -- Get to know @AlzSC - Helpline: 800.272.3900 for persons with Alzheimer’s, related disorders. #SouthCarolina",1
"583","Study details molecular roots of Alzheimer's",1
"584","""Rescuing people with Alzheimer's and dementia who looked so afraid was gut-wrenching."" @TB_Times @adawsonwrites",1
"585","Scientists make 'stunning' breakthrough in search for #Alzheimer's treatment",1
"588","Obese Trump will become oldest president in U.S. history (Reagan was 69 on Inauguration Day) and his father died from Alzheimer's disease.",2
"594","Exercise is key to staving off Alzheimer's - Dallas News",1
"595","Click To Give @ The Alzheimer's Site via @po_st",1
"596","@DiverseAlz @Minghowriter I am an expert on it now! As you say, mostly favourable coverage and they took advice from Alzheimer's Society",1
"599","Alzheimer's Fidget Quilts keep hands busy and stop fidgeting - Alzheimers Support",1
"600","heart The Purple Awareness Ribbon is for ADD, ADHD, Alzheimer’s, Animal Abuse, Anit-Violence, Arnold Chiari...",1
"602","#DrugDiscovery: Acadia Pharmaceutical's Alzheimer's Drug Shows Early Promise in Phase 2 Study",1
"604","A digital Clock can help the person with Alzheimer's keep time when they can no longer read the hands of a clock.",1
"605","Pls support @AlzPeel and all the grt work they do thru Amazon.ca Alzheimer Society Peel",1
"606","Why is Alzheimer's dementia (AD) sometimes called ""Type 3 diabetes,"" and what are the symptoms?:",1
"607","Discovery of Neurotransmission Gene May Permit Early Detection of Alzheimer’s Disease -",1
"608","The Internal Clock fails for those with Alzheimer's -",1
"610","Merry Christmas from Alzheimer's Reading Room - During all these years in the Alzheimer's Reading Room, and in ...",1
"611","A baby doll can comfort the woman with later stage Alzheimer's.",1
"614","Memory-Loss Stops The ""Internal Clock"" for those with Alzheimer's",1
"615","She was quoting him, and ofc he forgot, 72 yrs old Alzheimer's so he realizes his mistake and cleans it up nicely",2
"616","New: AI Could Predict Alzheimer's Disease Two Years in Advance",1
"618","DYK? Cinnamon can relieve some symptoms of Alzheimer's! Learn how here:",1
"619","Acadia Pharmaceutical's Alzheimer's Drug Shows Early Promise in Phase 2 Study - Drug…",1
"620","""Beer Protects the Brain and Prevents Alzheimer’s"" Everything in moderation of course. Also make sure its craft...",1
"622","Flickering Lights May Illuminate A Path To Alzheimer's Treatment",1
